Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed?,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,Me2.14-1 Sum,Me2.14-2 Sum,Me3.8-1 Sum,Me3.8-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
sp|D3YZP9|CCDC6_MOUSE,Ccdc6,CCDC6_MOUSE Coiled-coil domain-containing protein 6,386,10,C,1816.6,2247.51,1957.76,2332.97,1071.99,1099.1,1018.11,836.055,1530.23,1441.75,1315.57
sp|D3YZV8|CCDC8_MOUSE,Ccdc8,CCDC8_MOUSE Coiled-coil domain-containing protein 8 homolog,6277,1,C,212.377,208.314,159.55,167.194,72.8861,76.4947,36.174,32.1995,52.5023,46.0377,55.7771
sp|D3Z4I3|RBM24_MOUSE,Rbm24,RBM24_MOUSE RNA-binding protein 24,5155,1,C,34.8486,34.257,29.2558,26.2549,27.5822,24.2424,23.5472,15.0876,8.35035,8.94636,21.0708
sp|D3Z4S3|PTRD1_MOUSE,Ptrhd1,PTRD1_MOUSE Putative peptidyl-tRNA hydrolase PTRHD1,4114,2,C,121.957,140.094,154.521,146.846,163.597,147.337,159.851,129.347,105.269,112.35,95.0029
sp|D3Z7P3|GLSK_MOUSE,Gls,"GLSK_MOUSE Glutaminase kidney isoform, mitochondrial",3766,18,C,3761.4,4274.07,3848.4,3844.81,3874.21,3923.79,3364.15,3247.2,3280.67,3141.66,3352.32
sp|D3Z7P3-2|GLSK_MOUSE,Gls,"GLSK_MOUSE Isoform 2 of Glutaminase kidney isoform, mitochondrial",3766,2,C,355.789,425.605,338.866,311.062,343.932,339.11,323.656,335.424,327.911,353.774,290.96
sp|E2JF22|PIEZ1_MOUSE,Piezo1,PIEZ1_MOUSE Piezo-type mechanosensitive ion channel component 1,759,15,C,1893.19,1219.94,1535.11,1223.87,1580.05,1609.26,1712.56,2606.44,1507.21,1831.96,2154.27
sp|E9PV87|TALD3_MOUSE,Talpid3,TALD3_MOUSE Protein TALPID3,5997,2,C,103.669,115.506,120.392,116.762,119.384,133.762,122.832,118.877,110.95,112.607,100.217
sp|E9PVB3|CC175_MOUSE,Ccdc175,CC175_MOUSE Coiled-coil domain-containing protein 175,1603,2,C,287.896,275.657,276.074,291.339,308.423,334.115,269.126,273.093,355.043,335.523,299.455
sp|E9PVB5|TTC17_MOUSE,Ttc17,TTC17_MOUSE Tetratricopeptide repeat protein 17,3440,2,C,245.924,278.063,254.701,299.425,297.297,336.345,353.238,331.86,299.77,329.298,269.344
sp|E9PZJ8|ASCC3_MOUSE,Ascc3,ASCC3_MOUSE Activating signal cointegrator 1 complex subunit 3,867,28,C,3952.93,3597.65,4317.32,4218.92,3601.35,3546.41,3400.55,3664.17,4591.42,4624.28,4339.26
sp|E9PZM4|CHD2_MOUSE,Chd2,CHD2_MOUSE Chromodomain-helicase-DNA-binding protein 2,220,8,C,1360.33,770.748,1435.41,1022.78,1581.22,1452.69,1167.49,1568.44,1160.33,1198.96,1576.34
sp|E9Q1P8|I2BP2_MOUSE,Irf2bp2,I2BP2_MOUSE Interferon regulatory factor 2-binding protein 2,60,9,C,1039.35,1124.82,1099.59,1209.75,1149.29,1150.99,1097.28,951.46,1319.23,1216.91,1233.34
sp|E9Q1U1|CC171_MOUSE,Ccdc171,CC171_MOUSE Coiled-coil domain-containing protein 171,34,1,C,95.4983,77.3057,83.5211,87.2014,83.4708,92.8759,84.6771,80.9285,87.6199,90.565,96.1646
sp|E9Q555|RN213_MOUSE,Rnf213,RN213_MOUSE E3 ubiquitin-protein ligase RNF213,139,45,C,5832.08,5109.18,4239.23,3988.27,3807.35,3629.93,3657.93,4192.23,3648.07,3605.2,3631.96
sp|E9Q5F9|SETD2_MOUSE,Setd2,SETD2_MOUSE Histone-lysine N-methyltransferase SETD2,2791,13,C,1124.44,1092.52,1112.92,1148.3,1538.81,1469.1,1416.95,1382.94,1259.52,1175.77,1209.42
sp|E9Q5G3|KIF23_MOUSE,Kif23,KIF23_MOUSE Kinesin-like protein KIF23,853,22,C,3371.19,3433.19,2794.45,2388.71,3498.83,3685.47,2848.23,3035.52,3000.76,3283.76,2547.02
sp|E9Q634|MYO1E_MOUSE,Myo1e,MYO1E_MOUSE Unconventional myosin-Ie,996,25,C,3240.83,2665.6,3135.73,2872.26,3367.66,3275.97,2914.61,3153.43,2726.6,2634.19,2798.66
sp|E9Q6B2|CC85C_MOUSE,Ccdc85c,CC85C_MOUSE Coiled-coil domain-containing protein 85C,4363,1,C,35.8052,33.0424,36.0744,43.6182,40.5863,36.166,33.0798,34.5255,33.8115,37.0372,39.9023
sp|E9Q9D5|RBL2A_MOUSE,Rabl2,RBL2A_MOUSE Rab-like protein 2A,1369,4,C,562.155,599.626,575.685,604.797,528.495,528.888,453.543,425.005,471.083,426.338,455.44
sp|E9QAM5|HELZ2_MOUSE,Helz2,HELZ2_MOUSE Helicase with zinc finger domain 2,616,6,C,569.47,540.676,524.397,534.609,564.972,540.843,574.526,570.734,449.497,439.242,445.281
sp|F6ZDS4|TPR_MOUSE,Tpr,TPR_MOUSE Nucleoprotein TPR,466,84,C,12492.2,13953,13141.8,14328.2,13740.5,13821.4,14773.7,12809.4,12418.3,11981.7,11557.9
sp|F7BWT7|TSN15_MOUSE,Tspan15,TSN15_MOUSE Tetraspanin-15,5626,1,C,243.318,220.874,236.236,227.516,146.678,158.16,164.846,174.111,160.208,171.489,147.757
sp|F8VPU2|FARP1_MOUSE,Farp1,"FARP1_MOUSE FERM, RhoGEF and pleckstrin domain-containing protein 1",97,22,C,2190.9,1813.08,2100.41,1991.83,3210.08,3036.52,3318.21,3660.97,2419.12,2165.62,2817.9
sp|F8VQB6|MYO10_MOUSE,Myo10,MYO10_MOUSE Unconventional myosin-X,466,20,C,2636.63,2153.1,2394.52,2121.11,2180.25,2083.32,1374.56,1569.81,2212.33,2158.06,3091.25
sp|G3X9C2|FBX50_MOUSE,Nccrp1,FBX50_MOUSE F-box only protein 50,6337,1,C,7.90384,7.46217,18.0038,23.6069,18.7916,11.8978,11.6676,12.254,12.435,13.4756,18.472
sp|G3X9K3|BIG1_MOUSE,Arfgef1,BIG1_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 1,544,12,C,2245.93,2391.63,2109.21,2245.71,2226.61,2161.6,1866.74,1844.94,2086.26,2024.01,2224.77
sp|G5E861|SCLT1_MOUSE,Sclt1,SCLT1_MOUSE Sodium channel and clathrin linker 1,5405,4,C,225.349,261.679,236.164,278.713,206.419,241.637,227.989,194.632,275.134,255.908,177.387
sp|G5E870|TRIPC_MOUSE,Trip12,TRIPC_MOUSE E3 ubiquitin-protein ligase TRIP12,698,38,C,3945.84,2381.21,4554.47,3376.61,4409.81,4212.77,3114.88,4099.47,4366.72,4597.55,5799.4
sp|G5E8K5|ANK3_MOUSE,Ank3,ANK3_MOUSE Ankyrin-3,16,6,C,474.27,522.32,845.641,795.183,781.284,808.022,704.852,759.702,558.221,577.561,510.728
sp|O08528|HXK2_MOUSE,Hk2,HXK2_MOUSE Hexokinase-2,384,27,C,4491.28,3286.05,3412.8,2747.19,4536.72,4224.63,3607.89,4305.64,3447.54,3418.28,3988.24
sp|O08529|CAN2_MOUSE,Capn2,CAN2_MOUSE Calpain-2 catalytic subunit,799,41,C,4958.36,5382.16,4622.35,4926.2,3639.31,3816.43,4268.12,4059.7,3696.24,3670.51,3500.04
sp|O08530|S1PR1_MOUSE,S1pr1,S1PR1_MOUSE Sphingosine 1-phosphate receptor 1,6085,1,C,288.35,333.402,300.999,342.518,335.025,278.735,329.251,234.817,410.579,189.167,225.63
sp|O08532|CA2D1_MOUSE,Cacna2d1,CA2D1_MOUSE Voltage-dependent calcium channel subunit alpha-2/delta-1,2175,13,C,1145.11,1023.68,1255.89,1202.34,1228.13,1194.31,774.599,778.752,1276.39,1261.39,1864.59
sp|O08538|ANGP1_MOUSE,Angpt1,ANGP1_MOUSE Angiopoietin-1,6285,1,C,14.8631,21.2203,24.523,27.1449,28.9437,34.101,23.9635,30.0602,48.4854,50.9087,30.8402
sp|O08539|BIN1_MOUSE,Bin1,BIN1_MOUSE Myc box-dependent-interacting protein 1,1944,27,C,11000.3,13083.6,5920.82,6559.63,3128.57,3151.16,2377.48,2106.03,2691.02,2721.27,1386.38
sp|O08547|SC22B_MOUSE,Sec22b,SC22B_MOUSE Vesicle-trafficking protein SEC22b,2017,6,C,808.562,380.846,912.49,537.177,939.995,929.321,627.096,1027.8,899.433,979.838,1197.71
sp|O08550|KMT2B_MOUSE,Kmt2b,KMT2B_MOUSE Histone-lysine N-methyltransferase 2B,2616,2,C,114.842,96.7188,121.69,114.292,149.299,150.431,142.636,180.351,150.951,136.116,137.301
sp|O08553|DPYL2_MOUSE,Dpysl2,DPYL2_MOUSE Dihydropyrimidinase-related protein 2,252,39,C,7338.42,8392.07,6906.64,7390.05,5811.31,6113.81,6692.8,6092.07,7141.28,7201.52,4389.04
sp|O08573|LEG9_MOUSE,Lgals9,LEG9_MOUSE Galectin-9,2835,4,C,382.658,361.621,154.067,170.608,174.443,170.044,185.398,151.54,174.222,187.534,200.418
sp|O08579|EMD_MOUSE,Emd,EMD_MOUSE Emerin,3213,6,C,699.868,201.806,840.08,366.363,919.931,840.545,640.931,1221.65,978.64,1162.53,1218.03
sp|O08580|ERR1_MOUSE,Esrra,ERR1_MOUSE Steroid hormone receptor ERR1,6185,3,C,468.777,295.708,388.768,311.286,344.372,387.264,295.852,417.683,379.731,429.364,372.642
sp|O08582|GTPB1_MOUSE,Gtpbp1,GTPB1_MOUSE GTP-binding protein 1,2569,11,C,1624.67,1067.65,1895.5,1436.61,2319.48,2222.5,2142,2856.17,2162.84,2373.58,2921.08
sp|O08583|THOC4_MOUSE,Alyref,THOC4_MOUSE THO complex subunit 4,4972,8,C,513.592,512.743,608.907,509.442,580.741,571.391,557.613,582.519,537.466,579.068,576.337
sp|O08586|PTEN_MOUSE,Pten,"PTEN_MOUSE Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",5401,5,C,684.028,664.788,639.559,654.843,731.132,760.742,813.538,739.466,866.291,827.603,944.206
sp|O08599|STXB1_MOUSE,Stxbp1,STXB1_MOUSE Syntaxin-binding protein 1,1917,16,C,2970.76,2509.03,2644.48,2371.64,1965.19,1839.91,2070.81,2421.48,2564.19,2731.79,2291.79
sp|O08605|MKNK1_MOUSE,Mknk1,MKNK1_MOUSE MAP kinase-interacting serine/threonine-protein kinase 1,3543,3,C,242.075,208.71,232.23,227.667,207.723,188.473,216.126,228.941,170.873,150.626,170.978
sp|O08609|MLX_MOUSE,Mlx,MLX_MOUSE Max-like protein X,6212,1,C,109.766,147.337,114.539,133.638,118.592,120.115,136.892,124.834,108.394,103.795,112.992
sp|O08648|M3K4_MOUSE,Map3k4,M3K4_MOUSE Mitogen-activated protein kinase kinase kinase 4,635,17,C,1763.82,1786.56,1700.53,1693.3,1413.85,1461.77,1304.75,1440.79,1327.9,1359.21,1275.98
sp|O08663|MAP2_MOUSE,Metap2,MAP2_MOUSE Methionine aminopeptidase 2,1644,16,C,3649.98,4110.15,2848.84,3080.52,2049.68,2139.12,1996.63,1740.64,3180.03,3009.91,3250.99
sp|O08664|BCL7C_MOUSE,Bcl7c,BCL7C_MOUSE B-cell CLL/lymphoma 7 protein family member C,646,4,C,529.436,572.253,515.206,587.688,502.387,528.382,631.581,552.436,532.072,546.307,455.541
sp|O08665|SEM3A_MOUSE,Sema3a,SEM3A_MOUSE Semaphorin-3A,2766,1,C,96.4778,104.216,136.937,115.808,122.631,139.106,143.453,137.129,124.724,144.015,131.45
sp|O08688|CAN5_MOUSE,Capn5,CAN5_MOUSE Calpain-5,5451,2,C,69.189,62.9926,53.3533,54.4636,102.856,100.216,94.1597,76.5228,119.387,114.28,108.453
sp|O08709|PRDX6_MOUSE,Prdx6,PRDX6_MOUSE Peroxiredoxin-6,3225,19,C,2612.11,2727.38,2852.05,2793.9,3393.67,3371.09,3119.75,2815.73,2741.92,2940.15,3355.63
sp|O08715|AKAP1_MOUSE,Akap1,"AKAP1_MOUSE A-kinase anchor protein 1, mitochondrial",3148,13,C,1031.55,715.152,1011.33,826.079,1576.9,1446.38,1370.36,1807.66,1247.75,1232.03,1806.89
sp|O08734|BAK_MOUSE,Bak1,BAK_MOUSE Bcl-2 homologous antagonist/killer,5229,4,C,664.425,519.34,671.419,542.796,596.104,577.606,476.335,616.694,460.235,529.18,741.769
sp|O08736|CASPC_MOUSE,Casp12,CASPC_MOUSE Caspase-12,974,4,C,343.154,343.184,377.829,373.334,617.431,706.049,522.88,532.373,968.616,931.159,878.5
sp|O08738|CASP6_MOUSE,Casp6,CASP6_MOUSE Caspase-6,874,5,C,808.911,831.795,898.282,898.549,655.051,641.895,607.241,574.47,638.76,701.037,932.246
sp|O08739|AMPD3_MOUSE,Ampd3,AMPD3_MOUSE AMP deaminase 3,1298,9,C,997.596,797.635,958.628,852.036,987.379,873.266,1463.18,1764.89,1335.58,1332.4,1411.64
sp|O08740|RPB11_MOUSE,Polr2j,RPB11_MOUSE DNA-directed RNA polymerase II subunit RPB11,3672,1,C,74.6664,89.2706,97.6178,99.3308,86.2917,90.3111,106.717,95.9179,81.2541,84.5399,69.2846
sp|O08746|MATN2_MOUSE,Matn2,MATN2_MOUSE Matrilin-2,5800,1,C,22.2492,15.5163,18.8421,20.6869,27.4468,25.958,24.0158,21.4495,28.5517,33.7929,35.9655
sp|O08749|DLDH_MOUSE,Dld,"DLDH_MOUSE Dihydrolipoyl dehydrogenase, mitochondrial",678,11,C,1157.26,1281.16,1534.02,1488.19,1880.59,1944.96,1690.38,1512.5,1424.51,1396.78,1827.19
sp|O08750|NFIL3_MOUSE,Nfil3,NFIL3_MOUSE Nuclear factor interleukin-3-regulated protein,5558,2,C,108.243,129.864,99.7975,109.467,116.503,96.7503,117.192,113.536,89.809,86.6567,82.3495
sp|O08784|TCOF_MOUSE,Tcof1,TCOF_MOUSE Treacle protein,89,46,C,4275.32,4609.61,4229.56,4572.44,9538.18,9627.26,9521.83,8724.53,6018.43,5757.21,3712.24
sp|O08785|CLOCK_MOUSE,Clock,CLOCK_MOUSE Circadian locomoter output cycles protein kaput,4309,4,C,194.751,201.609,265.797,225.146,201.148,196.456,235.308,234.711,172.418,167.461,177.793
sp|O08788|DCTN1_MOUSE,Dctn1,DCTN1_MOUSE Dynactin subunit 1,672,50,C,7190.19,8228.58,5940.38,6652.45,5982.35,6142.68,6822.66,6005.92,7602.54,7513.79,5635.3
sp|O08789|MNT_MOUSE,Mnt,MNT_MOUSE Max-binding protein MNT,1288,2,C,503.893,256.742,260.843,328.224,342.166,230.054,205.12,162.109,225.269,218.386,189.775
sp|O08791|COE3_MOUSE,Ebf3,COE3_MOUSE Transcription factor COE3,105,4,C,401.351,364.993,370.611,335.194,251.477,261.708,232.533,230.662,419.581,434.886,225.788
sp|O08795|GLU2B_MOUSE,Prkcsh,GLU2B_MOUSE Glucosidase 2 subunit beta,4508,12,C,655.62,691.63,700.683,742.335,1163.18,1168.16,1057.48,1000.86,851.37,827.508,838.552
sp|O08796|EF2K_MOUSE,Eef2k,EF2K_MOUSE Eukaryotic elongation factor 2 kinase,1082,2,C,89.6041,93.2157,84.1882,95.5196,99.192,102.97,139.691,121.646,104.137,89.8378,95.8769
sp|O08800|SPB8_MOUSE,Serpinb8,SPB8_MOUSE Serpin B8,2677,3,C,488.503,511.345,420.232,407.122,513.84,469.838,223.795,210.909,771.509,761.909,710.758
sp|O08807|PRDX4_MOUSE,Prdx4,PRDX4_MOUSE Peroxiredoxin-4,650,11,C,2205.64,2568.02,2345.02,2380.04,2031.31,2091.36,2257.34,1977.28,3081.14,3168.04,2158.6
sp|O08808|DIAP1_MOUSE,Diaph1,DIAP1_MOUSE Protein diaphanous homolog 1,1128,25,C,4804.33,3089.12,4584.26,3399.37,4660.81,4434.9,3889.25,5238.88,4313.41,4685.09,2797.88
sp|O08810|U5S1_MOUSE,Eftud2,U5S1_MOUSE 116 kDa U5 small nuclear ribonucleoprotein component,466,38,C,6730.25,7332.83,7034.51,7326.78,6671.38,6764.95,7191.85,6808.86,6582.21,6774.62,6741.24
sp|O08811|ERCC2_MOUSE,Ercc2,ERCC2_MOUSE TFIIH basal transcription factor complex helicase XPD subunit,2711,3,C,174.58,207.042,160.07,178.962,193.446,183.907,148.541,145.575,135.417,109.03,152.116
sp|O08832|GALT4_MOUSE,Galnt4,GALT4_MOUSE Polypeptide N-acetylgalactosaminyltransferase 4,161,3,C,406.072,358.749,382.16,415.238,278.233,276.18,243.2,250.254,475.246,478.609,422.611
sp|O08848|RO60_MOUSE,Trove2,RO60_MOUSE 60 kDa SS-A/Ro ribonucleoprotein,1871,19,C,4376.25,4660.89,3670.37,3980.59,3062.27,3160.53,3357.99,3127.36,3797.04,3765.21,3312
sp|O08856|ELL_MOUSE,Ell,ELL_MOUSE RNA polymerase II elongation factor ELL,1154,6,C,113.438,117.208,117.097,110.27,119.969,122.389,141.44,139.974,127.616,136.776,132.113
sp|O08901|BUB1_MOUSE,Bub1,BUB1_MOUSE Mitotic checkpoint serine/threonine-protein kinase BUB1,4335,6,C,566.044,549.166,447.488,584.886,736.582,651.016,543.415,588.085,456.438,417.005,509.931
sp|O08908|P85B_MOUSE,Pik3r2,P85B_MOUSE Phosphatidylinositol 3-kinase regulatory subunit beta,1914,3,C,154.312,177.93,155.938,198.246,135.695,131.437,182.751,134.635,141.499,130.948,130.97
sp|O08911|MK12_MOUSE,Mapk12,MK12_MOUSE Mitogen-activated protein kinase 12,1701,7,C,1188.28,1181.78,1041.51,1036.62,858.124,813.303,1052,930.23,834.481,812.468,725.756
sp|O08912|GALT1_MOUSE,Galnt1,GALT1_MOUSE Polypeptide N-acetylgalactosaminyltransferase 1,2421,8,C,906.447,831.208,731.095,725.775,619.143,638.949,548.251,583.627,663.352,682.175,371.046
sp|O08915|AIP_MOUSE,Aip,AIP_MOUSE AH receptor-interacting protein,1368,13,C,1227.94,1561.16,1305.7,1565.24,1444.16,1589.42,1734.79,1445.99,1639.38,1615.27,1268
sp|O08917|FLOT1_MOUSE,Flot1,FLOT1_MOUSE Flotillin-1,810,16,C,2883.99,3201.49,2076.43,2329.73,2402.3,2337.86,2152.11,2018.41,1859.18,1825.06,1929.81
sp|O08919|NUMBL_MOUSE,Numbl,NUMBL_MOUSE Numb-like protein,3005,5,C,632.858,718.904,669.662,698.259,718.791,720.422,698.033,625.587,735.061,726.957,640.695
sp|O08967|CYH3_MOUSE,Cyth3,CYH3_MOUSE Cytohesin-3,544,6,C,548.109,425.8,607.018,569.214,608.903,620.514,542.104,605.542,536.154,558.108,620.308
sp|O08970|TUFT1_MOUSE,Tuft1,TUFT1_MOUSE Tuftelin,3159,1,C,93.1108,96.6656,69.6657,86.7083,44.2657,49.1926,44.994,38.993,40.531,39.5339,28.1028
sp|O08992|SDCB1_MOUSE,Sdcbp,SDCB1_MOUSE Syntenin-1,4580,6,C,1662.35,1715.69,1391.98,1587.82,808.16,809.517,882.942,704.819,1018.65,901.589,477.65
sp|O08997|ATOX1_MOUSE,Atox1,ATOX1_MOUSE Copper transport protein ATOX1,2642,7,C,813.878,868.856,849.804,1029.59,673.929,727.174,833.304,761.819,999.311,1062.3,1031.78
sp|O09005|DEGS1_MOUSE,Degs1,DEGS1_MOUSE Sphingolipid delta(4)-desaturase DES1,4073,4,C,377.164,124.326,463.913,228.518,277.63,249.918,194.175,349.334,433.568,513.945,528.834
sp|O09012|PEX5_MOUSE,Pex5,PEX5_MOUSE Peroxisomal targeting signal 1 receptor,2130,17,C,1512.44,1898.49,1453.11,1634.86,1746.25,1853.76,1867.1,1716.62,1970.85,2130.4,1288.38
sp|O09039|SH2B3_MOUSE,Sh2b3,SH2B3_MOUSE SH2B adapter protein 3,5944,1,C,6.6494,9.68044,6.12226,10.645,10.8661,11.6626,16.0308,14.109,6.5455,7.21549,7.34677
sp|O09044|SNP23_MOUSE,Snap23,SNP23_MOUSE Synaptosomal-associated protein 23,2491,9,C,1723.6,1695.19,1476.79,1537.67,1197.17,1279.92,1257.2,1229.94,1358.93,1274.93,1153.31
sp|O09053|WRN_MOUSE,Wrn,WRN_MOUSE Werner syndrome ATP-dependent helicase homolog,3192,9,C,511.614,494.626,540.969,553.292,608.138,566.24,630.152,607.933,652.829,634.862,751.434
sp|O09061|PSB1_MOUSE,Psmb1,PSB1_MOUSE Proteasome subunit beta type-1,1263,11,C,1909.17,2222.14,1947.7,2271.83,1546.37,1674.3,1746.59,1546.02,1725.8,1767.19,1465.07
sp|O09106|HDAC1_MOUSE,Hdac1,HDAC1_MOUSE Histone deacetylase 1,139,17,C,2246.67,2523.97,2100.85,2317.86,1973.95,2143.62,2381.62,2110.66,2164.51,2195.6,1798.35
sp|O09110|MP2K3_MOUSE,Map2k3,MP2K3_MOUSE Dual specificity mitogen-activated protein kinase kinase 3,563,13,C,1735.13,1322.22,2587.38,2057.84,2695.06,2619.5,2442.44,3104.29,2749.66,2887.63,2960.14
sp|O09111|NDUBB_MOUSE,Ndufb11,"NDUBB_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",2572,3,C,320.686,283.191,379.257,295.821,495.007,439.509,391.782,463.995,397.254,400.022,465.921
sp|O09117|SYPL1_MOUSE,Sypl1,SYPL1_MOUSE Synaptophysin-like protein 1,4437,2,C,307.634,258.813,276.037,239.62,273.57,249.433,286.168,271.581,271.79,253.753,304.698
sp|O09131|GSTO1_MOUSE,Gsto1,GSTO1_MOUSE Glutathione S-transferase omega-1,3940,13,C,1730.36,1927.19,2007.19,2058.48,2815.41,2628.39,2520.51,2257.06,2551.18,2332.77,2616.82
sp|O09159|MA2B1_MOUSE,Man2b1,MA2B1_MOUSE Lysosomal alpha-mannosidase,4749,6,C,342.697,339.677,411.198,463.131,235.294,239.61,501.453,460.761,321.335,322.163,316.999
sp|O09172|GSH0_MOUSE,Gclm,GSH0_MOUSE Glutamate--cysteine ligase regulatory subunit,4143,6,C,821.345,969.636,1024.55,1048.72,1056.14,993.824,1025.08,999.071,853.224,834.033,1313.72
sp|O09174|AMACR_MOUSE,Amacr,AMACR_MOUSE Alpha-methylacyl-CoA racemase,4620,7,C,1189.17,1397.56,1043.1,1271.91,997.517,1084.59,1090.26,1011.74,1361.38,1366.59,1523.69
sp|O35066|KIF3C_MOUSE,Kif3c,KIF3C_MOUSE Kinesin-like protein KIF3C,466,9,C,1145.78,1196.19,1168.52,1255.93,1157.63,1129.65,1100.32,1042.68,1305.11,1160.08,1203.88
sp|O35071|KIF1C_MOUSE,Kif1c,KIF1C_MOUSE Kinesin-like protein KIF1C,920,21,C,3056.19,3187.73,2960.09,2916.64,2845.11,2940.54,2973.14,3003.28,3000.86,3129.22,2911.82
sp|O35074|PTGIS_MOUSE,Ptgis,PTGIS_MOUSE Prostacyclin synthase,3090,11,C,974.047,362.309,684.121,412.369,1562.15,1637.32,302.807,435.171,256.414,251.983,149.314
sp|O35075|DSCR3_MOUSE,Dscr3,DSCR3_MOUSE Down syndrome critical region protein 3 homolog,3156,5,C,453.932,428.338,411.695,468.376,363.431,396.034,387.454,374.178,401.63,438.314,450.502
sp|O35083|PLCA_MOUSE,Agpat1,PLCA_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,4265,4,C,433.845,127.078,464.066,236.892,569.619,480.921,312.393,546.175,442.97,455.096,929.312
sp|O35114|SCRB2_MOUSE,Scarb2,SCRB2_MOUSE Lysosome membrane protein 2,2528,10,C,1562.6,1581.9,1490.4,1494.34,1409.45,1319.15,1314.66,1432.1,1170.29,1161.7,1410.53
sp|O35126|ATN1_MOUSE,Atn1,ATN1_MOUSE Atrophin-1,4968,4,C,902.536,1039.56,815.544,898.622,1004.91,1089.17,1190.31,987.849,1316.37,1269.21,834.577
sp|O35127|C10_MOUSE,Grcc10,C10_MOUSE Protein C10,3625,2,C,192.936,220.881,288.3,165.377,485.496,272.117,370.608,395.552,347.246,309.34,193.96
sp|O35129|PHB2_MOUSE,Phb2,PHB2_MOUSE Prohibitin-2,391,20,C,3442.78,3201.54,2741.35,2875.71,3668.3,3612.67,2933.42,3262.4,3842.42,3717.74,3617.96
sp|O35130|NEP1_MOUSE,Emg1,NEP1_MOUSE Ribosomal RNA small subunit methyltransferase NEP1,1294,7,C,844.731,868.755,870.064,860.269,1028.45,1054.6,1034.33,1049.41,951.945,896.957,1161.92
sp|O35134|RPA1_MOUSE,Polr1a,RPA1_MOUSE DNA-directed RNA polymerase I subunit RPA1,300,28,C,3536.75,2571.02,3319.91,2665.2,3959.01,3913.62,3441.56,4307.9,3026.21,3205.42,4786.31
sp|O35143|ATIF1_MOUSE,Atpif1,"ATIF1_MOUSE ATPase inhibitor, mitochondrial",3931,1,C,124.894,108.509,144.87,117.502,79.0312,63.0014,76.2142,70.2911,68.9849,82.0017,77.2071
sp|O35144|TERF2_MOUSE,Terf2,TERF2_MOUSE Telomeric repeat-binding factor 2,4859,3,C,79.8112,50.0073,97.3407,77.2801,96.9951,109.459,88.0128,99.425,137.513,125.797,153.904
sp|O35149|ZNT4_MOUSE,Slc30a4,ZNT4_MOUSE Zinc transporter 4,6353,1,C,44.3334,40.809,48.4832,47.6644,37.4265,41.969,25.5119,34.0888,44.5414,45.2987,31.2645
sp|O35153|BET1L_MOUSE,Bet1l,BET1L_MOUSE BET1-like protein,2243,4,C,223.364,219.766,229.483,219.286,220.325,233.901,250.94,253.739,261.712,277.346,279.471
sp|O35177|CASL_MOUSE,Nedd9,CASL_MOUSE Enhancer of filamentation 1,42,6,C,1108.28,1424.93,1102.13,1231.37,751.512,882.68,661.974,670.08,1062.47,1191.66,1043.57
sp|O35207|CDKA1_MOUSE,Cdk2ap1,CDKA1_MOUSE Cyclin-dependent kinase 2-associated protein 1,4262,3,C,287.194,358.941,294.154,315.804,287.267,302.079,314.657,291.889,267.446,246.554,247.324
sp|O35215|DOPD_MOUSE,Ddt,DOPD_MOUSE D-dopachrome decarboxylase,4684,6,C,583.529,996.399,789.346,846.981,363.667,482.202,700.392,628.896,874.889,986.381,874.665
sp|O35218|CPSF2_MOUSE,Cpsf2,CPSF2_MOUSE Cleavage and polyadenylation specificity factor subunit 2,3060,23,C,3064.14,3903.96,3041.73,3603.48,2991.12,3323.97,3326.81,2773.54,2867.92,2728.83,2417.84
sp|O35226|PSMD4_MOUSE,Psmd4,PSMD4_MOUSE 26S proteasome non-ATPase regulatory subunit 4,10,12,C,2318.04,2571.09,2226.39,2303.13,2172.58,2065.11,2131.51,1982.37,2085.54,2014.46,1975.34
sp|O35231|KIFC3_MOUSE,Kifc3,KIFC3_MOUSE Kinesin-like protein KIFC3,466,1,C,19.2858,12.9509,22.7556,24.1582,21.7565,21.2185,29.9513,15.9638,31.3365,26.0299,16.4965
sp|O35239|PTN9_MOUSE,Ptpn9,PTN9_MOUSE Tyrosine-protein phosphatase non-receptor type 9,1157,6,C,386.098,376.916,425.16,415.231,527.479,535.827,568.359,583.279,465.167,429.766,537.849
sp|O35242|FAN_MOUSE,Nsmaf,FAN_MOUSE Protein FAN,2827,3,C,294.696,255.844,317.03,307.214,209.413,206.398,194.969,220.47,246.871,252.692,188.147
sp|O35245|PKD2_MOUSE,Pkd2,PKD2_MOUSE Polycystin-2,3986,4,C,301.603,83.3291,574.623,249.43,573.741,501.139,454.464,794.398,521.008,550.154,959.712
sp|O35250|EXOC7_MOUSE,Exoc7,EXOC7_MOUSE Exocyst complex component 7,2551,16,C,2270.53,2341.37,1907.57,2087.82,1842.79,1870.92,1980.47,1886.31,2223.82,2157.6,1819.11
